name, constant_write, var_write, read
g_95, 1, 0, 3
g_377, 1, 0, 0
g_7, 0, 0, 4
g_35, 1, 1, 1
g_96, 0, 1, 1
g_101, 3, 2, 0
g_103, 0, 0, 0
g_116, 2, 1, 4
g_133, 1, 3, 1
g_266, 0, 0, 1
g_278, 0, 0, 0
g_293, 2, 0, 0
g_316, 0, 0, 0
g_364, 0, 2, 3
g_534, 0, 2, 0
g_563, 0, 1, 1
g_626, 0, 0, 0
g_683, 0, 0, 0
g_734, 1, 1, 3
g_912, 0, 1, 1
g_954, 1, 1, 1
g_960, 0, 0, 0
g_1153, 0, 1, 2
g_1157, 0, 0, 0
g_1232, 0, 0, 0
g_1241, 0, 1, 1
g_1316, 0, 0, 1
g_1414, 0, 1, 1
g_1429, 1, 1, 0
crc32_context, 0, 8, 48
crc32_tab, 0, 0, 0
g_94, 0, 0, 31
g_706, 0, 0, 4
g_733, 1, 1, 2
g_434, 0, 0, 1
g_433, 0, 0, 6
g_622, 0, 0, 0
g_705, 0, 0, 10
g_376, 0, 0, 3
g_422, 0, 0, 19
g_157, 0, 0, 0
g_412, 0, 0, 1
g_1012, 0, 0, 0
g_1003, 0, 0, 0
g_436, 0, 0, 1
g_1001, 0, 0, 0
g_411, 1, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
