name, constant_write, var_write, read
g_5, 1, 1, 2
g_88, 1, 1, 0
g_109, 1, 1, 1
g_136, 0, 0, 1
g_139, 0, 0, 2
g_147, 0, 0, 1
g_150, 0, 0, 0
g_179, 0, 0, 1
g_182, 0, 0, 0
g_183, 0, 1, 1
g_236, 1, 1, 0
g_265, 0, 0, 1
g_350, 1, 0, 1
g_372, 0, 0, 3
g_430, 1, 1, 0
g_540, 0, 0, 1
g_600, 0, 0, 0
g_694, 0, 0, 0
g_836, 0, 0, 0
g_838, 0, 0, 0
g_895, 0, 0, 1
g_1047, 0, 0, 1
g_1252, 0, 0, 0
g_1381, 0, 0, 1
g_1445, 0, 0, 2
crc32_context, 0, 8, 42
crc32_tab, 0, 0, 0
g_89, 0, 0, 2
g_193, 0, 0, 4
g_59, 0, 0, 0
g_1299, 0, 0, 1
g_306, 0, 0, 2
g_90, 0, 0, 1
g_1300, 0, 0, 1
g_932, 0, 0, 1
g_764, 0, 0, 1
g_735, 0, 0, 0
g_307, 0, 0, 2
g_734, 0, 0, 0
g_308, 0, 0, 2
g_344, 0, 0, 0
g_235, 1, 0, 1
g_1236, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
