name, constant_write, var_write, read
g_2, 1, 1, 19
g_3, 0, 0, 6
g_6, 0, 0, 2
g_7, 0, 2, 3
g_164, 4, 2, 5
g_211, 1, 2, 2
g_260, 8, 4, 18
g_281, 0, 1, 1
g_282, 2, 1, 0
g_283, 0, 1, 0
g_286, 0, 0, 1
g_287, 1, 1, 5
g_321, 0, 1, 3
g_409, 2, 20, 6
g_450, 0, 1, 0
g_484, 2, 0, 3
g_486, 0, 1, 1
g_598, 1, 1, 0
g_601, 0, 0, 0
g_602, 1, 3, 7
g_733, 1, 1, 2
g_781, 0, 0, 0
g_809, 1, 1, 2
g_955, 1, 1, 5
g_1030, 0, 0, 0
g_1047, 0, 1, 2
g_1049, 0, 0, 3
g_1050, 2, 2, 4
g_1115, 0, 3, 1
g_1161, 1, 0, 0
g_1195, 0, 0, 0
g_1197, 0, 0, 0
g_1198, 0, 1, 1
g_1207, 1, 1, 1
crc32_context, 0, 8, 51
crc32_tab, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
