var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
crc32_tab,0,0,0
crc32_context,0,8,47
__undefined,0,0,0
g_17,0,0,0
g_66,2,2,17
g_120,2,5,33
g_138,0,1,14
g_164,4,12,12
g_169,1,3,0
g_219,2,4,16
g_241,3,7,0
g_242,0,6,0
g_243,0,1,6
g_244,2,14,12
g_298,2,0,10
g_300,0,0,24
g_328,0,1,10
g_362,0,3,0
g_377,0,1,11
g_412,0,1,0
g_418,1,5,6
g_459,0,3,0
g_461,0,1,8
g_511,0,0,0
g_521,0,1,0
g_547,0,0,6
g_661,0,1,0
g_703,0,0,1
g_744,1,1,0
g_753,0,1,5
g_772,0,1,2
g_809,1,0,3
g_824,0,1,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
